,Unnamed: 0,年月,総計,北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県,国外,北海道運輸局,東北運輸局,関東運輸局,北陸信越運輸局,中部運輸局,近畿運輸局,中国運輸局,四国運輸局,九州運輸局,沖縄総合事務局,年,月,ファイル名,シート名,施設所在地,経度,緯度,known,unknown
87,87,2016-12-01,36465.0,16.0,6.0,148.0,30.0,7.0,2.0,15.0,51.0,78.0,75.0,170.0,119.0,4132.0,406.0,82.0,406.0,996.0,18416.0,57.0,158.0,752.0,176.0,3238.0,478.0,980.0,1148.0,2394.0,703.0,282.0,84.0,5.0,4.0,178.0,91.0,20.0,34.0,25.0,20.0,7.0,43.0,5.0,14.0,26.0,3.0,9.0,3.0,0.0,237.0,16.0,208.0,5088.0,1642.0,23060.0,5591.0,298.0,86.0,103.0,0.0,2016,12,1264393,参考第2表(12月),福井県,136.7173,35.7275,36092.0,373.0
88,88,2016-11-01,36774.0,155.0,43.0,11.0,164.0,29.0,61.0,168.0,174.0,372.0,171.0,465.0,356.0,5707.0,515.0,398.0,711.0,550.0,10858.0,282.0,614.0,1075.0,539.0,4873.0,737.0,762.0,782.0,2733.0,1348.0,381.0,272.0,2.0,12.0,115.0,185.0,121.0,56.0,134.0,24.0,85.0,108.0,70.0,43.0,43.0,14.0,84.0,14.0,27.0,240.0,155.0,476.0,8042.0,2273.0,18082.0,6278.0,435.0,299.0,376.0,27.0,2016,11,1264392,参考第2表(11月),福井県,137.0388,35.6218,36443.0,331.0
89,89,2016-10-01,22791.0,460.0,52.0,23.0,59.0,33.0,26.0,54.0,109.0,158.0,331.0,228.0,424.0,4910.0,357.0,507.0,354.0,273.0,4593.0,71.0,333.0,816.0,398.0,2168.0,331.0,273.0,748.0,2337.0,792.0,180.0,119.0,12.0,12.0,65.0,227.0,116.0,50.0,30.0,19.0,55.0,99.0,8.0,5.0,57.0,15.0,76.0,167.0,31.0,230.0,460.0,247.0,6588.0,1467.0,8306.0,4449.0,432.0,154.0,427.0,31.0,2016,10,1264391,参考第2表(10月),福井県,137.2613,35.6757,22561.0,230.0
90,90,2016-09-01,26629.0,917.0,38.0,69.0,121.0,11.0,35.0,84.0,118.0,63.0,98.0,324.0,503.0,5049.0,458.0,228.0,353.0,765.0,5107.0,45.0,277.0,816.0,658.0,2744.0,302.0,493.0,889.0,3609.0,924.0,224.0,97.0,26.0,127.0,97.0,142.0,45.0,20.0,416.0,39.0,2.0,55.0,10.0,16.0,17.0,2.0,5.0,52.0,4.0,135.0,917.0,358.0,6658.0,1623.0,9627.0,6236.0,437.0,477.0,157.0,4.0,2016,9,1264390,参考第2表(9月),福井県,137.2364,35.7607,26494.0,135.0
91,91,2016-08-01,43629.0,41.0,23.0,9.0,70.0,9.0,27.0,39.0,211.0,152.0,265.0,640.0,513.0,8485.0,722.0,210.0,765.0,346.0,5077.0,62.0,388.0,2427.0,442.0,4716.0,1134.0,1362.0,2925.0,7488.0,2964.0,925.0,427.0,31.0,8.0,210.0,88.0,36.0,53.0,123.0,60.0,13.0,35.0,6.0,7.0,14.0,1.0,6.0,25.0,7.0,42.0,41.0,177.0,11050.0,1709.0,13796.0,16091.0,373.0,249.0,94.0,7.0,2016,8,1264389,参考第2表(8月),福井県,136.9965,35.3323,43587.0,42.0
92,92,2016-07-01,30053.0,52.0,50.0,64.0,40.0,26.0,21.0,101.0,227.0,45.0,143.0,456.0,239.0,5397.0,454.0,218.0,534.0,467.0,6041.0,70.0,246.0,1787.0,278.0,2817.0,562.0,870.0,1360.0,4097.0,1635.0,590.0,160.0,18.0,36.0,82.0,136.0,25.0,95.0,294.0,17.0,21.0,31.0,24.0,19.0,17.0,6.0,2.0,6.0,3.0,174.0,52.0,302.0,7031.0,1465.0,11485.0,8712.0,297.0,427.0,105.0,3.0,2016,7,1264388,参考第2表(7月),福井県,136.9835,35.473,29879.0,174.0
93,93,2016-06-01,28071.0,83.0,9.0,62.0,70.0,40.0,40.0,419.0,116.0,190.0,92.0,511.0,230.0,4022.0,620.0,929.0,257.0,600.0,8298.0,41.0,322.0,748.0,262.0,2560.0,426.0,509.0,1037.0,2932.0,1156.0,136.0,199.0,6.0,33.0,148.0,159.0,51.0,132.0,100.0,71.0,10.0,97.0,2.0,27.0,5.0,0.0,147.0,14.0,1.0,152.0,83.0,640.0,5822.0,2108.0,12294.0,5969.0,397.0,313.0,292.0,1.0,2016,6,1264387,参考第2表(6月),福井県,137.006,35.6597,27919.0,152.0
94,94,2016-05-01,27832.0,109.0,50.0,63.0,87.0,14.0,27.0,87.0,115.0,186.0,177.0,530.0,329.0,5696.0,507.0,274.0,469.0,602.0,5501.0,58.0,440.0,1041.0,443.0,2461.0,288.0,428.0,1044.0,3263.0,1176.0,220.0,198.0,17.0,38.0,96.0,353.0,36.0,143.0,75.0,119.0,13.0,56.0,12.0,10.0,13.0,11.0,45.0,6.0,9.0,897.0,109.0,328.0,7598.0,1785.0,9734.0,6329.0,540.0,350.0,153.0,9.0,2016,5,1264386,参考第2表(5月),福井県,137.1732,35.5569,26935.0,897.0
95,95,2016-04-01,26433.0,86.0,8.0,11.0,40.0,198.0,8.0,104.0,70.0,48.0,171.0,380.0,325.0,4534.0,415.0,233.0,422.0,391.0,6218.0,25.0,245.0,849.0,365.0,2134.0,379.0,536.0,925.0,4765.0,610.0,273.0,244.0,21.0,17.0,325.0,105.0,22.0,75.0,78.0,17.0,12.0,43.0,17.0,2.0,11.0,6.0,35.0,15.0,4.0,616.0,86.0,369.0,5968.0,1291.0,9945.0,7353.0,490.0,182.0,129.0,4.0,2016,4,1264385,参考第2表(4月),福井県,136.9766,35.5224,25817.0,616.0
96,96,2016-03-01,21831.0,44.0,46.0,21.0,39.0,177.0,23.0,20.0,65.0,40.0,81.0,151.0,153.0,4272.0,339.0,61.0,320.0,482.0,6454.0,19.0,157.0,801.0,239.0,2082.0,477.0,848.0,745.0,2012.0,683.0,283.0,62.0,3.0,9.0,83.0,58.0,11.0,57.0,24.0,30.0,8.0,79.0,12.0,6.0,12.0,10.0,2.0,6.0,1.0,224.0,44.0,326.0,5120.0,1020.0,10053.0,4633.0,164.0,119.0,127.0,1.0,2016,3,1156998,参考第2表(3月),福井県,137.0655,35.6118,21607.0,224.0
97,97,2016-02-01,22102.0,15.0,3.0,13.0,14.0,17.0,7.0,8.0,43.0,17.0,66.0,104.0,110.0,3676.0,267.0,15.0,318.0,922.0,7768.0,142.0,179.0,764.0,185.0,2330.0,257.0,649.0,769.0,1766.0,411.0,309.0,85.0,0.0,6.0,25.0,35.0,9.0,41.0,33.0,10.0,9.0,28.0,9.0,35.0,11.0,3.0,2.0,15.0,3.0,599.0,15.0,62.0,4425.0,1434.0,11304.0,3989.0,75.0,93.0,103.0,3.0,2016,2,1129643,参考第2表(2月),福井県,136.9409,35.6291,21503.0,599.0
98,98,2016-01-01,31613.0,28.0,11.0,14.0,15.0,14.0,4.0,13.0,58.0,36.0,69.0,197.0,192.0,4249.0,359.0,77.0,447.0,1864.0,11279.0,3.0,142.0,796.0,247.0,3027.0,364.0,1139.0,1394.0,3353.0,853.0,480.0,122.0,14.0,8.0,25.0,105.0,18.0,6.0,59.0,2.0,0.0,34.0,7.0,3.0,18.0,2.0,8.0,26.0,6.0,426.0,28.0,71.0,5163.0,2530.0,15713.0,7341.0,170.0,67.0,98.0,6.0,2016,1,1125093,参考第2表(1月),福井県,136.7716,35.6143,31187.0,426.0
99,99,2015-12-01,39869.0,39.0,54.0,6.0,41.0,24.0,5.0,28.0,57.0,18.0,97.0,554.0,241.0,3872.0,380.0,69.0,329.0,1722.0,18556.0,234.0,233.0,774.0,189.0,4293.0,560.0,1085.0,1255.0,3015.0,872.0,293.0,255.0,2.0,1.0,71.0,68.0,19.0,43.0,54.0,10.0,10.0,58.0,10.0,1.0,16.0,7.0,5.0,7.0,3.0,334.0,39.0,158.0,5453.0,2353.0,24372.0,6775.0,161.0,117.0,104.0,3.0,2015,12,1121052,参考第2表(12月),福井県,136.7095,35.6972,39535.0,334.0
100,100,2015-11-01,31173.0,200.0,28.0,40.0,54.0,13.0,23.0,67.0,117.0,99.0,84.0,318.0,268.0,6024.0,467.0,374.0,687.0,871.0,8240.0,411.0,843.0,685.0,522.0,2839.0,381.0,572.0,893.0,2668.0,968.0,687.0,76.0,8.0,28.0,212.0,95.0,25.0,49.0,58.0,49.0,9.0,298.0,9.0,25.0,89.0,156.0,13.0,35.0,9.0,382.0,200.0,225.0,7788.0,2775.0,12667.0,5864.0,368.0,165.0,625.0,9.0,2015,11,1117488,参考第2表(11月),福井県,137.0953,35.6374,30686.0,487.0
101,101,2015-10-01,28316.0,388.0,11.0,28.0,60.0,17.0,35.0,88.0,146.0,87.0,134.0,534.0,224.0,6422.0,491.0,432.0,413.0,1221.0,7217.0,205.0,367.0,855.0,242.0,1505.0,569.0,939.0,906.0,2409.0,770.0,207.0,82.0,15.0,26.0,92.0,297.0,16.0,25.0,26.0,48.0,36.0,87.0,7.0,11.0,85.0,3.0,34.0,8.0,9.0,332.0,388.0,239.0,8243.0,2433.0,10388.0,5313.0,446.0,135.0,235.0,9.0,2015,10,1114691,参考第2表(10月),福井県,137.2791,35.7359,27829.0,487.0
102,102,2015-09-01,26275.0,66.0,19.0,7.0,154.0,13.0,17.0,105.0,103.0,59.0,162.0,350.0,274.0,6330.0,463.0,239.0,332.0,691.0,4330.0,26.0,306.0,915.0,275.0,2552.0,226.0,444.0,1089.0,3735.0,1265.0,335.0,72.0,25.0,27.0,90.0,207.0,30.0,33.0,431.0,23.0,15.0,57.0,2.0,31.0,8.0,0.0,5.0,6.0,1.0,330.0,66.0,315.0,7767.0,1568.0,8298.0,6940.0,379.0,502.0,109.0,1.0,2015,9,1111766,参考第2表(9月),福井県,137.1993,35.4968,25945.0,330.0
103,103,2015-08-01,38779.0,56.0,21.0,34.0,24.0,11.0,35.0,43.0,144.0,86.0,221.0,407.0,311.0,6729.0,551.0,247.0,501.0,726.0,4476.0,34.0,328.0,2633.0,416.0,4616.0,987.0,1293.0,2538.0,6575.0,2617.0,872.0,344.0,16.0,56.0,86.0,103.0,11.0,56.0,89.0,29.0,28.0,43.0,8.0,0.0,37.0,2.0,2.0,18.0,6.0,103.0,56.0,168.0,8483.0,1802.0,13128.0,14239.0,272.0,202.0,110.0,6.0,2015,8,1108117,参考第2表(8月),福井県,136.9052,35.3357,38466.0,313.0
104,104,2015-07-01,26925.0,51.0,17.0,92.0,36.0,39.0,13.0,44.0,78.0,29.0,103.0,240.0,183.0,5628.0,337.0,640.0,384.0,594.0,5928.0,23.0,194.0,1147.0,165.0,2303.0,378.0,1098.0,1168.0,3428.0,1184.0,394.0,204.0,9.0,63.0,73.0,33.0,11.0,42.0,60.0,39.0,8.0,47.0,0.0,21.0,15.0,0.0,2.0,10.0,3.0,177.0,51.0,241.0,6621.0,1812.0,9921.0,7476.0,189.0,149.0,95.0,3.0,2015,7,1105264,参考第2表(7月),福井県,137.0905,35.5593,26558.0,367.0
105,105,2015-06-01,22453.0,74.0,48.0,24.0,98.0,57.0,44.0,148.0,52.0,147.0,83.0,197.0,169.0,4547.0,241.0,249.0,419.0,584.0,5631.0,10.0,249.0,592.0,109.0,1904.0,177.0,553.0,398.0,2551.0,944.0,306.0,37.0,20.0,26.0,68.0,213.0,19.0,46.0,341.0,26.0,13.0,51.0,7.0,0.0,58.0,6.0,140.0,4.0,5.0,659.0,74.0,419.0,5446.0,1501.0,8413.0,4789.0,346.0,426.0,266.0,5.0,2015,6,1101807,参考第2表(6月),福井県,137.0402,35.5987,21685.0,768.0
106,106,2015-05-01,25627.0,95.0,19.0,22.0,189.0,14.0,20.0,157.0,107.0,54.0,135.0,295.0,240.0,5516.0,397.0,134.0,378.0,535.0,4796.0,129.0,246.0,736.0,209.0,2109.0,349.0,614.0,801.0,4028.0,815.0,210.0,55.0,7.0,12.0,160.0,64.0,16.0,54.0,52.0,10.0,6.0,96.0,6.0,11.0,20.0,2.0,126.0,119.0,3.0,1342.0,95.0,421.0,6873.0,1293.0,8199.0,6523.0,259.0,122.0,380.0,3.0,2015,5,1098944,参考第2表(5月),福井県,137.1383,35.5032,24168.0,1459.0
107,107,2015-04-01,18516.0,32.0,7.0,4.0,131.0,8.0,3.0,34.0,32.0,20.0,53.0,129.0,212.0,4431.0,281.0,47.0,128.0,349.0,1980.0,11.0,64.0,352.0,93.0,1078.0,159.0,266.0,361.0,6055.0,877.0,126.0,54.0,13.0,11.0,41.0,96.0,17.0,2.0,28.0,3.0,6.0,33.0,3.0,5.0,2.0,0.0,3.0,7.0,4.0,771.0,32.0,187.0,5169.0,588.0,3662.0,7739.0,178.0,39.0,53.0,4.0,2015,4,1094679,参考第2表(4月),福井県,137.0109,35.3053,17651.0,865.0
108,108,2015-03-01,18722.0,12.0,11.0,14.0,21.0,2.0,4.0,31.0,42.0,37.0,28.0,100.0,103.0,4334.0,248.0,107.0,180.0,644.0,3267.0,23.0,174.0,688.0,309.0,2645.0,273.0,868.0,1314.0,1877.0,471.0,186.0,113.0,8.0,5.0,39.0,62.0,17.0,10.0,57.0,11.0,4.0,33.0,6.0,2.0,10.0,3.0,0.0,8.0,4.0,212.0,12.0,83.0,4915.0,1105.0,7182.0,4829.0,131.0,82.0,62.0,4.0,2015,3,1094678,参考第2表(3月),福井県,137.1693,35.4766,18405.0,317.0
109,109,2015-02-01,16060.0,20.0,7.0,2.0,6.0,0.0,9.0,9.0,28.0,8.0,11.0,78.0,101.0,3032.0,234.0,52.0,118.0,914.0,2933.0,28.0,44.0,557.0,567.0,2499.0,248.0,846.0,919.0,1491.0,308.0,269.0,96.0,2.0,3.0,24.0,23.0,5.0,5.0,71.0,18.0,5.0,25.0,7.0,3.0,10.0,2.0,0.0,36.0,16.0,217.0,20.0,33.0,3520.0,1128.0,6804.0,3929.0,57.0,99.0,83.0,16.0,2015,2,1094678,参考第2表(2月),福井県,137.0533,35.4551,15689.0,371.0
110,110,2015-01-01,15826.0,26.0,0.0,5.0,17.0,2.0,6.0,6.0,22.0,14.0,10.0,92.0,114.0,2907.0,181.0,26.0,164.0,1115.0,3612.0,10.0,29.0,260.0,380.0,2520.0,291.0,912.0,459.0,1665.0,345.0,180.0,77.0,0.0,0.0,21.0,13.0,7.0,4.0,39.0,11.0,9.0,13.0,1.0,4.0,5.0,3.0,0.0,35.0,3.0,98.0,26.0,36.0,3350.0,1334.0,7063.0,3638.0,41.0,63.0,61.0,3.0,2015,1,1094678,参考第2表(1月),福井県,137.0228,35.5211,15615.0,211.0
111,111,2014-12-01,19204.0,23.0,9.0,4.0,26.0,6.0,41.0,48.0,29.0,15.0,10.0,80.0,127.0,2912.0,249.0,84.0,130.0,368.0,6111.0,1.0,74.0,481.0,274.0,2674.0,236.0,750.0,536.0,1479.0,342.0,160.0,35.0,1.0,5.0,1235.0,135.0,3.0,9.0,15.0,13.0,22.0,32.0,5.0,5.0,1.0,4.0,7.0,7.0,3.0,189.0,23.0,134.0,3423.0,656.0,9776.0,3302.0,1379.0,59.0,61.0,3.0,2014,12,1084376,参考第2表(12月),福井県,136.7531,35.5271,18816.0,388.0
112,112,2014-11-01,18213.0,90.0,11.0,4.0,24.0,25.0,16.0,8.0,34.0,104.0,32.0,95.0,116.0,3984.0,309.0,138.0,220.0,601.0,4524.0,20.0,138.0,398.0,211.0,1922.0,416.0,979.0,412.0,1542.0,721.0,167.0,75.0,15.0,10.0,98.0,61.0,51.0,32.0,41.0,63.0,1.0,47.0,9.0,3.0,9.0,3.0,0.0,13.0,5.0,269.0,90.0,88.0,4694.0,1097.0,7471.0,3896.0,235.0,137.0,84.0,5.0,2014,11,1084376,参考第2表(11月),福井県,137.1237,35.5793,17797.0,416.0
113,113,2014-10-01,14796.0,162.0,1.0,9.0,68.0,31.0,12.0,8.0,29.0,42.0,250.0,139.0,117.0,3799.0,216.0,157.0,127.0,462.0,3444.0,8.0,86.0,307.0,91.0,1220.0,316.0,423.0,334.0,1769.0,337.0,245.0,42.0,9.0,39.0,31.0,74.0,42.0,8.0,16.0,51.0,13.0,23.0,0.0,2.0,9.0,15.0,0.0,0.0,14.0,130.0,162.0,129.0,4600.0,832.0,5378.0,3150.0,195.0,88.0,49.0,14.0,2014,10,1084376,参考第2表(10月),福井県,137.3109,35.6502,14597.0,199.0
114,114,2014-09-01,11909.0,60.0,18.0,0.0,25.0,45.0,15.0,35.0,40.0,25.0,51.0,101.0,97.0,2685.0,223.0,103.0,139.0,206.0,1980.0,10.0,103.0,495.0,69.0,887.0,187.0,285.0,497.0,2472.0,461.0,155.0,22.0,10.0,6.0,92.0,32.0,13.0,12.0,22.0,9.0,0.0,34.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,141.0,60.0,138.0,3232.0,551.0,3618.0,3892.0,153.0,43.0,45.0,0.0,2014,9,1064055,参考第2表(9月),福井県,137.1028,35.4779,11732.0,177.0
115,115,2014-08-01,28057.0,27.0,4.0,7.0,9.0,12.0,8.0,20.0,42.0,34.0,88.0,191.0,200.0,5706.0,477.0,157.0,304.0,572.0,1398.0,51.0,156.0,1581.0,239.0,3447.0,559.0,894.0,3689.0,4987.0,1787.0,620.0,233.0,14.0,15.0,78.0,53.0,21.0,33.0,50.0,18.0,23.0,49.0,2.0,4.0,0.0,6.0,7.0,9.0,8.0,39.0,27.0,60.0,6789.0,1189.0,7224.0,12210.0,181.0,124.0,77.0,8.0,2014,8,1064055,参考第2表(8月),福井県,136.9233,35.2528,27889.0,168.0
116,116,2014-07-01,14215.0,25.0,0.0,6.0,13.0,6.0,25.0,9.0,45.0,22.0,22.0,115.0,122.0,3059.0,206.0,74.0,158.0,494.0,2249.0,14.0,145.0,858.0,102.0,1464.0,312.0,357.0,885.0,2038.0,675.0,261.0,89.0,0.0,3.0,53.0,26.0,11.0,32.0,23.0,3.0,9.0,42.0,2.0,7.0,8.0,3.0,8.0,12.0,4.0,63.0,25.0,59.0,3605.0,871.0,4985.0,4305.0,93.0,67.0,82.0,4.0,2014,7,1064055,参考第2表(7月),福井県,137.0463,35.4292,14096.0,119.0
117,117,2014-06-01,11338.0,18.0,15.0,18.0,35.0,34.0,10.0,34.0,27.0,33.0,15.0,79.0,119.0,1878.0,153.0,359.0,131.0,903.0,3429.0,6.0,56.0,176.0,79.0,856.0,101.0,236.0,400.0,912.0,334.0,88.0,55.0,18.0,35.0,40.0,26.0,15.0,0.0,54.0,6.0,6.0,43.0,0.0,133.0,5.0,2.0,2.0,76.0,6.0,194.0,18.0,146.0,2310.0,1449.0,4641.0,2025.0,134.0,66.0,261.0,6.0,2014,6,1055475,参考第2表(6月),福井県,136.9086,35.7024,11056.0,282.0
118,118,2014-05-01,12484.0,67.0,5.0,8.0,7.0,0.0,18.0,72.0,37.0,36.0,86.0,111.0,74.0,2966.0,206.0,102.0,203.0,269.0,2608.0,7.0,66.0,381.0,124.0,1141.0,177.0,278.0,538.0,1305.0,621.0,135.0,39.0,13.0,12.0,45.0,82.0,31.0,15.0,14.0,40.0,25.0,53.0,3.0,0.0,6.0,4.0,4.0,24.0,1.0,312.0,67.0,110.0,3523.0,640.0,4431.0,2916.0,183.0,94.0,94.0,1.0,2014,5,1055475,参考第2表(5月),福井県,137.1743,35.5479,12059.0,425.0
119,119,2014-04-01,14033.0,18.0,2.0,2.0,5.0,8.0,4.0,29.0,26.0,7.0,14.0,89.0,66.0,2804.0,161.0,71.0,302.0,292.0,1773.0,6.0,49.0,224.0,72.0,782.0,115.0,249.0,241.0,5196.0,420.0,107.0,54.0,12.0,9.0,30.0,46.0,6.0,7.0,165.0,5.0,2.0,20.0,3.0,9.0,6.0,8.0,2.0,74.0,0.0,348.0,18.0,50.0,3173.0,714.0,2966.0,6267.0,103.0,179.0,122.0,0.0,2014,4,1055475,参考第2表(4月),福井県,136.7327,35.2595,13592.0,441.0
120,120,2014-03-01,16653.0,10.0,3.0,4.0,23.0,26.0,6.0,41.0,32.0,14.0,44.0,89.0,91.0,3572.0,179.0,47.0,204.0,744.0,3186.0,9.0,188.0,547.0,111.0,2227.0,453.0,481.0,781.0,1600.0,425.0,271.0,94.0,11.0,50.0,71.0,239.0,9.0,18.0,173.0,101.0,43.0,19.0,45.0,4.0,1.0,9.0,5.0,34.0,6.0,143.0,10.0,103.0,4030.0,1183.0,6524.0,3652.0,380.0,335.0,117.0,6.0,2014,3,1046407,参考第2表(3月),福井県,136.9768,35.4633,16340.0,313.0
121,121,2014-02-01,15217.0,20.0,5.0,3.0,5.0,2.0,0.0,9.0,13.0,8.0,11.0,70.0,81.0,2145.0,249.0,46.0,96.0,1517.0,3513.0,9.0,14.0,340.0,224.0,2092.0,155.0,672.0,498.0,1608.0,325.0,198.0,99.0,1.0,235.0,104.0,96.0,5.0,30.0,227.0,72.0,4.0,27.0,2.0,0.0,2.0,6.0,1.0,1.0,6.0,183.0,20.0,24.0,2586.0,1673.0,6324.0,3400.0,441.0,333.0,39.0,6.0,2014,2,1046407,参考第2表(2月),福井県,136.7299,35.5289,14846.0,371.0
122,122,2014-01-01,16147.0,21.0,2.0,7.0,21.0,2.0,4.0,4.0,18.0,21.0,22.0,88.0,91.0,2488.0,178.0,39.0,147.0,1061.0,3394.0,10.0,40.0,502.0,159.0,2322.0,192.0,889.0,551.0,1533.0,297.0,98.0,42.0,949.0,412.0,27.0,118.0,2.0,18.0,67.0,23.0,4.0,6.0,1.0,6.0,2.0,0.0,0.0,7.0,0.0,142.0,21.0,40.0,2916.0,1287.0,6569.0,3410.0,1508.0,112.0,22.0,0.0,2014,1,1046407,参考第2表(1月),福井県,136.6759,35.5323,15885.0,262.0
123,123,2013-12-01,20120.0,24.0,3.0,9.0,13.0,39.0,5.0,5.0,56.0,15.0,30.0,78.0,72.0,2624.0,282.0,28.0,164.0,1712.0,6218.0,15.0,27.0,227.0,79.0,2935.0,251.0,718.0,679.0,1378.0,340.0,140.0,48.0,1082.0,108.0,21.0,45.0,6.0,22.0,120.0,7.0,5.0,34.0,2.0,7.0,0.0,0.0,1.0,2.0,6.0,262.0,24.0,74.0,3172.0,1931.0,9710.0,3303.0,1262.0,154.0,46.0,6.0,2013,12,1030332,参考第2表(12月),福井県,136.6967,35.6465,19682.0,438.0
124,124,2013-11-01,17460.0,32.0,4.0,40.0,16.0,30.0,6.0,82.0,26.0,27.0,29.0,102.0,122.0,5557.0,245.0,214.0,246.0,1153.0,3850.0,12.0,117.0,318.0,152.0,1489.0,219.0,522.0,404.0,1103.0,381.0,202.0,63.0,49.0,41.0,47.0,42.0,7.0,10.0,17.0,18.0,57.0,18.0,2.0,9.0,3.0,0.0,3.0,6.0,13.0,152.0,32.0,178.0,6120.0,1730.0,6028.0,2675.0,186.0,102.0,41.0,13.0,2013,11,1030332,参考第2表(11月),福井県,137.5295,35.6867,17105.0,355.0
125,125,2013-10-01,12489.0,32.0,9.0,14.0,17.0,11.0,8.0,16.0,110.0,22.0,22.0,101.0,96.0,2767.0,212.0,353.0,262.0,226.0,2716.0,6.0,112.0,216.0,138.0,1699.0,134.0,264.0,372.0,1104.0,298.0,133.0,32.0,2.0,127.0,34.0,83.0,24.0,4.0,41.0,13.0,28.0,17.0,5.0,14.0,2.0,7.0,5.0,1.0,19.0,351.0,32.0,75.0,3336.0,953.0,4903.0,2203.0,270.0,86.0,51.0,19.0,2013,10,1030332,参考第2表(10月),福井県,137.2438,35.6127,11928.0,561.0
126,126,2013-09-01,17242.0,99.0,28.0,4.0,17.0,10.0,34.0,14.0,67.0,43.0,69.0,168.0,128.0,2964.0,429.0,109.0,314.0,323.0,3351.0,109.0,262.0,459.0,262.0,2204.0,224.0,552.0,828.0,2130.0,715.0,232.0,63.0,6.0,36.0,55.0,108.0,38.0,30.0,49.0,19.0,12.0,66.0,4.0,4.0,5.0,3.0,10.0,4.0,6.0,242.0,99.0,107.0,3977.0,1008.0,6500.0,4520.0,243.0,110.0,96.0,6.0,2013,9,1021874,参考第2表(9月),福井県,137.0304,35.5091,16666.0,576.0
127,127,2013-08-01,37679.0,49.0,2.0,11.0,28.0,5.0,32.0,23.0,102.0,56.0,132.0,271.0,230.0,5156.0,468.0,201.0,754.0,574.0,2802.0,34.0,179.0,1363.0,295.0,4382.0,802.0,1082.0,7592.0,5990.0,2738.0,960.0,268.0,32.0,23.0,81.0,78.0,15.0,32.0,45.0,32.0,16.0,44.0,0.0,0.0,10.0,4.0,2.0,0.0,10.0,112.0,49.0,101.0,6449.0,1708.0,9644.0,18630.0,229.0,125.0,60.0,10.0,2013,8,1021874,参考第2表(8月),福井県,136.6597,35.2441,37005.0,674.0
128,128,2013-07-01,22060.0,49.0,47.0,50.0,84.0,23.0,117.0,55.0,129.0,36.0,141.0,223.0,169.0,3189.0,274.0,270.0,798.0,367.0,3801.0,48.0,252.0,871.0,137.0,3042.0,387.0,680.0,1321.0,2598.0,877.0,469.0,69.0,122.0,198.0,156.0,301.0,26.0,15.0,188.0,18.0,31.0,29.0,1.0,13.0,7.0,0.0,0.0,16.0,2.0,95.0,49.0,376.0,4209.0,1687.0,8238.0,6014.0,803.0,252.0,66.0,2.0,2013,7,1021874,参考第2表(7月),福井県,136.8707,35.5134,21696.0,364.0
129,129,2013-06-01,10577.0,11.0,2.0,4.0,15.0,7.0,9.0,5.0,83.0,25.0,21.0,143.0,100.0,1528.0,143.0,378.0,492.0,179.0,3556.0,25.0,22.0,174.0,74.0,679.0,204.0,211.0,237.0,678.0,180.0,89.0,27.0,4.0,99.0,152.0,311.0,3.0,5.0,10.0,7.0,0.0,30.0,4.0,13.0,0.0,6.0,2.0,4.0,0.0,332.0,11.0,42.0,2068.0,1071.0,4687.0,1422.0,569.0,22.0,59.0,0.0,2013,6,1011736,参考第2表(6月),福井県,136.8904,35.732,9951.0,626.0
130,130,2013-05-01,10887.0,67.0,56.0,41.0,14.0,1.0,7.0,7.0,73.0,81.0,22.0,117.0,87.0,2444.0,237.0,139.0,113.0,232.0,2095.0,40.0,133.0,327.0,92.0,924.0,147.0,212.0,540.0,1374.0,286.0,115.0,36.0,0.0,22.0,49.0,114.0,23.0,17.0,74.0,20.0,14.0,12.0,1.0,5.0,8.0,2.0,9.0,2.0,4.0,209.0,67.0,126.0,3101.0,617.0,3585.0,2563.0,208.0,125.0,39.0,4.0,2013,5,1011736,参考第2表(5月),福井県,137.2315,35.5897,10435.0,452.0
131,131,2013-04-01,13680.0,28.0,4.0,1.0,7.0,0.0,10.0,82.0,71.0,28.0,18.0,76.0,80.0,2625.0,125.0,36.0,69.0,364.0,1804.0,8.0,25.0,212.0,99.0,700.0,118.0,130.0,228.0,5198.0,181.0,128.0,22.0,6.0,0.0,43.0,7.0,10.0,23.0,10.0,24.0,1.0,78.0,0.0,3.0,8.0,9.0,4.0,3.0,2.0,560.0,28.0,104.0,3031.0,494.0,2933.0,5887.0,66.0,58.0,105.0,2.0,2013,4,1011736,参考第2表(4月),福井県,136.7904,35.2845,12708.0,972.0
